nukes_used,avg_yield_kt,target_city_population,urbanization_level,soot_emission_Tg,total_targeted_population,human_lives_lost_millions,gdp_impact_pct,expected_global_temp_drop_C,estimated_famine_risk_millions
26,657.0900722,5193477.938,0.454184649,4.599045492,61328746.84,45.50902193,32.4828859,0.913689575,319.5534108
44,782.7907716,3091199.87,0.818364534,8.874993239,111308047,26.61589611,40.27208293,1.634164456,334.9569408
34,770.6631577,7061194.099,0.554718253,5.434361168,133177090.7,34.55992545,36.41230812,0.851213851,135.4496779
10,973.0984121,11995107.37,0.613440087,7.127971349,73582797.09,34.93093482,7.328171098,1.081481602,360.5826865
36,296.5538269,2925836.194,0.693395189,3.347847734,73035386.71,41.32640062,44.57347163,0.209708247,11.22926052
14,85.04404759,12996933.53,0.8744501,5.656765956,159112377.5,32.2648893,7.836985142,0.694524008,298.193246
31,355.4720815,17275053.13,0.499720866,7.291505394,267613839.5,126.1876857,28.4346344,0.90707083,413.8183839
48,747.1450581,5933496.154,0.465133141,3.035072833,132473553.8,40.2264601,63.90535424,0.175399541,21.71640516
15,446.5399763,9059111.661,0.492064747,6.916488072,66865042.31,39.253978,22.19789391,1.129740647,347.5391523
8,820.5216041,4643377.47,0.530934121,5.730755322,19722620.3,7.112792261,9.572468905,0.288228095,37.53319551
14,556.0864697,7289108.409,0.435701112,4.398512315,44462216.98,32.95374463,9.761718967,0.500468647,136.3945817
23,930.8448468,537214.359,0.955813882,7.15839866,11809969.66,2.814415735,24.63469145,1.327794728,447.8539071
40,948.6454904,19080010.98,0.591450044,3.237353261,451394933.6,309.4418942,42.42051696,0.32714691,73.85065037
21,83.26493843,8376215.243,0.506185378,7.173577192,89038271.24,38.76695444,30.78106414,0.985628337,446.1672737
16,464.5672381,15798515.19,0.782700522,5.556029333,197848097.4,141.3221741,21.44298736,0.53445223,241.0558532
45,615.5437253,2938604.403,0.872197671,2.531478166,115336976.3,79.4756614,24.70551613,0.194537092,56.18829865
18,267.0344527,16265865.38,0.851940499,6.715927123,249435890.5,85.70008994,12.9616775,1.071209412,333.3730737
47,415.9706277,17216931.49,0.831224316,8.859167501,672623208.4,154.9324724,63.07042423,0.714806627,36.6133995
24,682.516318,14337994.86,0.430317985,3.169138533,148077529.5,91.41016127,35.3393286,0.192776009,38.95456323
26,238.3332135,18073845.67,0.869295712,8.142085662,408499429.8,131.7969205,20.66147733,0.938534256,368.2320407
25,607.9516327,3427222.876,0.701127185,3.427690528,60072978.17,45.55359543,29.76822043,0.535855921,266.4961173
45,701.9861107,9581988.393,0.789451612,8.22910026,340403228.2,81.81195611,36.35108305,1.127395287,535.9388051
41,104.1388664,12440179.69,0.973854775,0.606395284,496712063.9,195.8972937,22.18496897,0.052550653,4.864334354
29,505.0663763,11964240.12,0.886403523,0.171431607,307549193.1,63.84395386,38.5549321,0.029599916,7.037023191
15,274.1338295,17234714.6,0.895223206,1.221294308,231433746.7,90.30817044,18.58274378,0.078851438,5.881521708
45,728.5205607,4392258.223,0.508880331,8.752033797,100581021.9,52.78041508,24.89864635,1.317597425,562.4051028
1,201.7121759,3595312.268,0.685850276,5.383846345,2465845.91,1.462043278,5,0.75913147,287.3516246
25,893.8543468,5142234.038,0.969595291,5.981602821,124647147.7,79.25817221,37.48832053,1.105629333,513.8814572
7,439.4772165,17841845.98,0.749611151,8.437834137,93621126.95,65.54135309,8.055329046,1.088809654,300.2589764
9,210.0329849,18826438.94,0.461551822,0.601393471,78204394.75,20.83916239,11.70387727,0.103949436,10.02827648
24,446.4514694,11435639.07,0.839091895,3.932359722,230293249.5,151.3311255,21.32700604,0.323610924,101.2233792
1,417.6126064,10077301.5,0.425756108,6.466594559,4290472.668,1.574694709,5,0.852279648,375.1896243
44,437.4851751,12147173.6,0.84537836,4.106333627,451834138.7,127.8456069,49.27479235,0.53338967,38.68340079
8,591.7778741,12364522.23,0.927863576,0.418088986,91780718.54,32.98535563,10.44816468,0.039425703,16.42770611
24,528.356119,3489063.628,0.655150084,6.544342176,54860647.93,39.21416334,20.13375376,0.332210298,109.8360061
11,162.5304747,13759576.54,0.648167718,3.974872816,98103646.59,56.55037654,12.89489073,0.642488224,70.35371763
17,79.59538656,9101786.937,0.582526826,0.290169116,90134595.99,50.33376285,21.68618282,0.031773815,11.0134931
8,733.474217,10395900.98,0.926162971,1.788131998,77026388.32,42.42475981,10.44106052,0.169897552,13.24201099
35,566.3216744,703300.4263,0.728670762,2.25406361,17936606.02,7.984955935,34.97344034,0.17832714,22.91562152
35,368.6157566,15314676.99,0.747555964,5.1550968,400700234.4,180.3963433,34.0677335,0.916357871,69.8770035
33,811.2324552,16725016.43,0.797024435,1.94511152,439898143.1,127.1282208,19.94958341,0.194669441,60.92147594
5,397.2375971,12426488.92,0.580138569,3.677139997,36045427.48,14.40259206,5,0.296351018,53.1887407
42,799.0256133,14999600.34,0.659671787,7.531591059,415582152.7,210.7912823,50.48120419,0.967948241,174.0374331
39,316.1697856,10501849.46,0.844963457,8.096426904,346073482.2,195.050689,55.4029315,1.354349863,461.7087834
41,86.75261808,12405232.24,0.991292181,7.974588509,504185598.8,122.5086459,25.63318299,1.119389868,111.3778241
28,933.6500984,7951976.799,0.420583324,6.981320219,93645127.38,37.48484696,41.12878845,1.354578405,453.7045948
7,403.6328623,15858297.87,0.425589099,5.463941915,47243830.9,19.07008873,5.138506703,1.057356677,384.9335932
9,795.8021843,9418591.512,0.656849489,5.551239913,55679373.21,28.34314617,6.082793318,1.028954805,448.4698479
8,289.9569712,13636236.8,0.795773101,9.538536841,86810803.53,54.34536031,5,1.285538689,452.7030061
12,651.6696354,12466444.63,0.631818775,8.790900586,94518405.32,54.92838736,17.88163728,1.452613837,499.7635371
34,875.2112102,14076058.92,0.999783192,6.532862785,478482242,259.5915078,36.07462943,0.609355121,210.5065135
33,56.019362,15725795.91,0.517215555,4.738099943,268409666.6,100.6136855,25.42979929,0.645822642,44.25179541
48,833.1762282,10302998.28,0.404755275,7.317797116,200169259.3,140.8058367,39.24164105,0.438878462,109.1845701
23,577.7630099,16280012.39,0.514077617,0.720887385,192491369.6,129.1954999,33.35623707,0.064530098,19.2318578
24,613.3596776,9995419.022,0.932105425,9.451621147,223602823.1,69.35436783,33.59924315,0.933831569,326.179517
37,530.3106308,19137023.02,0.487089396,5.521037006,344893316.3,204.548963,31.44939253,0.575216126,104.1396186
35,876.3579767,15078167.8,0.687384868,5.077625497,362757653.4,269.8890639,19.7254909,0.376518408,133.6869057
44,57.78185688,3505718.83,0.651565708,2.979264783,100505071.6,46.36909774,58.67498591,0.186173088,42.47253464
40,272.1129657,16608730.98,0.799435193,0.133555998,531104162.1,400.9101178,56.57688499,0.018264532,6.792516756
22,877.6261008,11076594.45,0.432757352,0.706307605,105456509,22.48103569,29.42573301,0.087369126,11.64363706
27,756.060517,19690773.06,0.795250103,2.703783734,422795411.1,215.5174237,38.15044051,0.372256598,69.65205613
35,32.38048278,14404498.97,0.612850986,5.461307961,308973399.1,109.303053,37.65657108,0.378991809,180.9002398
1,524.251189,1779375.857,0.955623735,0.927445137,1700413.803,0.607548394,5,0.178212031,69.69207516
35,536.6290905,7959712.509,0.909332398,9.723314888,253330856.2,184.052041,50.53691651,1.089041323,494.8395711
37,409.8689031,10393780.51,0.639703749,4.168511751,246010793.4,95.18149751,51.42641972,0.489470467,68.56814316
47,307.9324321,16796370.7,0.995735106,3.231542995,786062590.3,168.2164024,51.09727916,0.426708862,202.3866463
14,686.4989777,14613976.13,0.431166252,5.299445151,88214746.34,46.20804965,17.45143428,0.813565383,313.1283972
3,219.6736077,7450265.405,0.873179332,0.743367261,19516253.31,15.27181611,5,0.080082037,25.28630255
1,801.9643336,13103310.48,0.660301914,8.519461668,8652140.996,2.141035408,5,0.608907345,33.93922024
5,805.9916034,11580527.07,0.659983087,4.656743639,38214760,14.20748115,5,0.779856199,57.20923481
26,424.032516,2608446.918,0.502080279,1.865520573,34050893.66,16.40238038,13.05663081,0.166187337,66.07635039
14,294.2947907,4773687.991,0.708927952,1.701170852,47378811.91,33.08405895,14.13859433,0.198067255,69.52916976
39,294.6200089,6888334.023,0.450831098,3.673448102,121113532.5,43.76281122,49.3564834,0.53209644,77.76641908
27,490.0569541,3990119.787,0.769946307,5.776291852,82948805.89,33.69472992,16.8783054,1.125250146,279.7179658
9,723.7855364,3087663.532,0.544954265,4.227367994,15143718.68,6.522353972,9.295085116,0.232664823,80.31259643
15,368.4856606,1258135.626,0.834914827,6.00829365,15756541.33,6.740340742,12.21613476,0.768041323,43.67799338
15,615.8926953,17474741.06,0.764416911,7.084229675,200369813.7,64.15984691,20.07360356,1.348969254,478.5024866
26,391.7471937,5849974.018,0.847843005,7.510038747,128956348.3,96.63982671,15.60660451,0.662926238,152.9353416
42,314.9553413,5877380.018,0.849845242,4.06946004,209784264.7,141.7609156,56.61154978,0.272022548,25.21403929
13,39.48662318,4203939.935,0.518025427,7.198332784,28310721.15,22.23483463,14.43997365,1.004354005,124.1339753
32,18.85539415,9560407.7,0.400404838,1.500893097,122497071.8,51.76680269,45.42222984,0.109308456,26.45128085
39,238.7995627,10333415.16,0.619456756,5.179652383,249643049.4,56.71320372,55.9894405,0.941819999,312.5546662
49,415.3101925,4244799.037,0.951441529,0.817895697,197895226.3,53.29331336,64.1349917,0.129616678,26.56546613
32,853.4922499,12210549.72,0.746739631,2.51664574,291779244.5,120.9396299,32.96352495,0.17151839,17.07315309
4,801.5069793,14487699.2,0.836501203,5.873548226,48475911.25,36.19397978,5,0.802427636,338.4986833
30,278.1577836,7539417.711,0.927742203,7.430164787,209839079.8,165.4897666,21.76271631,0.401728632,110.5233095
37,255.8723363,11750488.77,0.943634949,1.043562698,410262359,284.3931549,33.95681914,0.184476304,32.70871062
23,238.91224,10095807.91,0.717415094,2.149991483,166586354.7,57.14832908,28.26749256,0.173752986,62.11496409
39,349.1487804,3991413.127,0.724565251,9.919792324,112789530.9,67.20221984,40.74931522,1.584909744,319.08067
45,505.7257388,14627218.68,0.910563305,3.44281067,599355386,334.4189487,42.22359445,0.227047636,48.30931299
15,447.0877555,16048915.25,0.884491261,2.912003594,212926879.4,147.7609091,14.66301542,0.351955412,61.56575513
43,229.9991008,13010983,0.81931516,0.944045206,458384111.6,231.8734246,53.38392244,0.178787686,37.97921612
29,143.4946388,6545530.953,0.762678576,6.978943377,144771950.6,56.58815893,15.49633661,0.426913749,71.75174359
36,27.3891453,18543170.64,0.770329062,5.131708506,514236356.5,108.7952203,33.93471373,0.483949423,238.1430739
13,166.6537901,9161631.921,0.617746807,1.659753691,73574395.23,49.8110219,13.94514102,0.277832628,46.08930474
32,709.7760246,5390981.859,0.904550648,6.365692513,156045316.4,80.85472422,34.83882757,0.760729052,259.5431489
7,254.9839908,8223868.954,0.770667823,5.305027538,44365098.29,23.09258497,7.830809733,0.782732015,106.8199347
22,476.572783,13872294.33,0.534116837,5.692958451,163007371.4,126.2064032,12.1758867,0.97805721,293.9646234
28,597.4316317,16934042.53,0.543905967,9.949062575,257894749.9,126.8162559,29.62254146,1.667538448,465.2746581
2,888.5382893,7195852.436,0.916961808,0.383266007,13196643.72,5.13983935,5,0.041893288,12.53313555
42,890.5222719,4729226.476,0.775424527,9.158224393,154020644.6,62.20936661,56.90386179,1.049473168,220.793259
45,749.5477277,12567213.32,0.639222477,8.43471854,361496035.4,74.8470807,56.70346898,1.144320629,505.6237993
6,49.62963717,18432180.49,0.512260456,4.211893964,56652463.05,15.48938506,5,0.2881522,53.03335776
28,581.4443628,3747537.935,0.766129584,8.821368901,80390791.01,18.19125088,29.56563019,1.591625876,703.6911075
28,789.7847188,16080085.71,0.510586228,6.520756299,229887568.6,79.53100528,33.34643485,0.4174767,97.21038108
44,32.02872409,9584482.912,0.682100219,8.904609715,287653427.2,68.68916395,47.52630205,0.692085775,237.7482369
44,556.4393445,16010298.83,0.806506321,5.987835734,568145916.8,226.5025962,51.76024557,1.14798809,62.60058854
20,859.8976836,10160268.88,0.739249261,2.239877469,150219425.1,41.41214699,12.3331197,0.206686541,51.34903998
30,481.9905447,7608822.709,0.95325994,5.804591702,217595576.4,163.3601896,20.07725614,0.502865114,172.1536685
11,19.04460985,13965145.9,0.423832721,1.872716255,65107743.68,49.67918422,11.91010958,0.213119054,39.19779217
28,25.84815796,18022483.16,0.567876926,1.494196484,286567465.2,161.0720848,36.41919626,0.237043625,46.14017467
25,425.3864969,6473009.434,0.434251661,6.575206196,70272877.42,48.01694073,13.14972345,0.689958883,157.7570222
39,167.6835374,9268887.886,0.516762538,9.480018504,186802747.1,113.2635066,36.51336936,1.71786194,293.9134088
33,669.4838972,4665072.471,0.474390002,5.926110194,73031103.31,50.14792694,49.2377736,0.42907478,137.8971372
1,713.1672759,3749848.326,0.839596976,7.978297567,3148361.316,1.838278811,5,0.54006257,38.95178126
27,190.2115985,15580013.83,0.621625565,1.766807196,261493242.3,119.7942913,25.6550356,0.108853043,46.15514743
13,890.2052892,4093215.922,0.955026563,6.576682625,50818689.12,36.8055715,7.774525556,0.623165492,300.3621807
41,450.2792273,15887031.61,0.414026633,7.356476968,269683822.4,124.8204155,35.22648534,0.588029145,73.23390653
3,155.703219,8641419.332,0.791754511,0.511983753,20525648.21,8.984640546,5,0.061028224,9.233683516
39,767.7878241,19901469.6,0.98232688,1.061926739,762440193,438.1209207,55.41037851,0.211700417,100.9781748
6,793.1248825,4027094.222,0.505503232,7.837650717,12214254.87,9.316533811,7.113866302,1.412980822,175.0193518
8,644.7060406,1950262.051,0.665459338,4.455505212,10382560.75,4.831230868,10.84558014,0.820903017,80.32715057
27,855.6635699,1601118.085,0.821133935,4.115251929,35497774.62,19.34511086,37.73154213,0.718567538,292.4336855
9,741.3123775,16724818.29,0.7798828,9.21165901,117390583,58.15525162,9.962008515,0.836018107,296.7424322
37,883.9726512,8811748.59,0.739616278,9.920461661,241140569.8,179.852221,18.74413993,0.832809506,296.4304973
33,442.3797278,162174.558,0.596053676,7.667406915,3189936.469,1.933251431,34.85037826,1.22537893,186.2460016
42,751.3831712,17507950.11,0.836919972,7.946678366,615415631.1,278.0162435,54.70479006,1.111302477,243.5567625
44,999.75529,17550728.04,0.791953166,2.162377876,611571604.1,345.0129758,35.83754767,0.174976436,21.29436904
24,729.0572296,16147691.81,0.497680171,2.003031879,192873264.6,56.63444104,34.26603658,0.390793043,47.95887024
15,127.4710235,5041537.812,0.978454439,9.808759871,73993725.76,29.97976647,22.45228792,1.114586521,304.34573
32,525.5439416,7517779.129,0.733403745,6.981408021,176434155.8,113.2193381,33.57641281,1.201945442,423.9500513
32,593.5375744,14924031.88,0.715276961,6.898427,341594117.3,183.5851402,32.99971558,0.421293609,81.86778637
24,186.5975149,9838127.196,0.908942007,2.933260913,214614889.8,83.39155289,27.72454356,0.162135827,42.78969989
41,963.4482597,3161148.877,0.784248106,8.876145571,101644125.8,42.42409751,43.71989071,1.050676693,217.2387694
49,187.946081,4931685.464,0.444687572,0.539959932,107459902.5,73.70348572,32.36234151,0.036667977,16.92783339
49,189.8945509,19454531.78,0.703953624,2.818444529,671059319.6,351.9906119,37.78433498,0.554922388,203.3980382
12,916.4396309,3105161.037,0.868357896,1.883399108,32356693.25,11.10655222,8.421465372,0.323573859,107.2061135
39,473.2273516,14549007.06,0.819988072,7.139851179,465270477.7,175.9130686,22.31289187,0.843296028,319.3089266
2,77.24045509,9612564.303,0.982461234,7.181964905,18887943.58,9.080003134,5,1.414324983,241.2557509
3,604.2146874,14997173.03,0.414949768,5.39384173,18669220.39,12.27879369,5,0.462473787,216.6260104
49,607.7989534,13256153.5,0.556731374,0.152069569,361625711,288.7452047,51.69403349,0.023091199,3.227459537
37,78.53324731,8839427.092,0.729493874,8.750177687,238587392.7,74.30954219,23.15842713,0.460516743,51.64165136
49,972.9346582,7142825.411,0.771693879,9.560312617,270091657.9,176.3583504,59.44166727,1.011861159,463.1291189
17,550.8695158,15111749.16,0.564613592,2.102893305,145049082.5,82.72609117,16.6053945,0.130166604,21.73268443
49,566.3987863,6530510.005,0.896081,8.438104,286741430.8,148.7373135,35.50888874,0.886895887,382.9293961
2,527.3136833,15776652.45,0.498608676,9.735535872,15732751.58,12.26956755,5,1.042576101,191.777808
2,616.5708029,13628877.02,0.400509466,3.337043821,10916988.51,4.297495778,5,0.354646384,64.72755828
28,275.3352565,11595616.49,0.971434839,1.932062603,315402803.4,96.57222111,16.73251372,0.216709318,104.2372379
23,297.9327278,7439137.61,0.634934077,9.777646515,108637325.3,78.93134981,16.23277391,1.393588415,675.0331867
37,518.6690034,4181119.02,0.974493881,0.691458589,150755571.2,36.36425701,52.24134828,0.054219999,26.17775068
32,809.5855669,14237354.04,0.56675896,2.832010355,258212735.2,178.2369707,43.44946579,0.24117253,26.94878569
33,64.11660785,1917849.621,0.438069181,7.446089741,27724976.82,15.34692792,46.01271257,1.093195248,335.8970634
1,609.353149,19413790.9,0.863511763,6.211799468,16764036.8,5.002427726,5,0.745015809,49.47042487
19,809.6764704,19577083.5,0.901491719,6.87665606,335322994.5,112.8084548,10.97247478,0.510852507,183.3496455
2,169.563513,2691430.058,0.695252139,7.110106251,3742445.011,1.098423911,5,1.195113513,420.6861738
44,29.79720385,2168312.927,0.444310204,6.892827818,42389756.61,26.74806889,51.23893393,1.307101981,649.036956
26,323.0225957,8313062.869,0.792480445,3.488188247,171286433.8,49.39672849,38.81561785,0.417885966,185.9671379
32,594.3215511,19277297.12,0.509286385,3.183852243,314165278.6,191.2708982,38.86957507,0.452439733,67.04410642
6,151.2089258,8066186.895,0.909628929,4.341818791,44023421.67,12.18965303,7.75218847,0.748102656,186.8079529
32,434.7305354,7339661.958,0.564413872,8.096067402,132563424.7,90.32340896,38.87956732,1.575193609,261.1374099
4,559.0366749,14101342.67,0.908623834,9.38888325,51251264.19,38.52529174,5,1.834327735,131.1280347
11,604.8998483,3656751.608,0.656154725,4.606936459,26393343.31,14.13593729,11.58325762,0.868064897,192.8064483
17,285.2955452,7330137.323,0.757892704,0.949084758,94442779.08,73.63801917,24.97742727,0.163623805,16.11142514
38,409.0291914,5897018.181,0.87373751,9.38915547,195792947.3,85.01881552,54.58099811,1.069112614,421.4463448
24,781.6641406,12070538.99,0.424263546,0.896239265,122906152.1,42.61911839,22.50840393,0.13483595,30.3706542
5,942.0964737,3338782.436,0.892699604,1.675185104,14902648.79,4.56584453,5,0.275589956,17.65370232
34,863.9521262,11019154.99,0.483188825,8.690012328,181027306.7,88.22872824,34.30835823,0.554295002,95.23616762
6,570.8192492,17165177.14,0.615051013,5.559637551,63344757.54,17.63822998,7.476687533,0.375023623,74.90508304
22,419.1384109,10331993.88,0.683668618,3.591593359,155400519.5,112.7390951,19.82084983,0.559605892,142.1039689
11,342.9622652,13701582.68,0.93725595,9.316005897,141260788.8,94.76611539,11.40954045,1.397746547,498.3497692
48,138.0822176,1597435.552,0.413464377,9.60901325,31703169.35,17.03319485,38.33788369,1.639092572,663.0929049
16,119.9529785,9035211.027,0.735521565,3.374550672,106329480.9,67.29356602,14.84326989,0.262158107,129.4045733
33,693.0322605,1988374.032,0.7855135,8.697399026,51542523.29,11.85448047,48.09074816,1.65687185,719.7479992
9,270.8974999,12029287.35,0.589949385,6.817435634,63870036.11,20.57322032,6.433725323,0.584618237,149.6191769
6,265.8417611,5692981.986,0.574292063,2.817464592,19616606.21,11.23496269,8.932406592,0.197969006,19.29609844
16,998.2221287,5816590.037,0.694281495,9.420183543,64613613.23,31.43334086,11.44863813,0.929303829,324.1393289
29,200.1070685,1627658.069,0.512260251,0.724384215,24179751.39,13.60773028,23.75784348,0.124075861,29.78716392
3,160.8388631,6273733.443,0.680871358,3.247628762,12814816.22,3.247036404,5,0.176137864,40.95511773
20,112.2049493,10182875.82,0.859015194,4.022989946,174944901.1,103.4717801,25.04190978,0.338030254,68.27774933
36,586.108265,11734736.05,0.907237302,6.937466854,383262850.2,261.4503243,18.63484149,1.341290755,168.9801154
19,633.4458686,1426644.47,0.631096831,0.480486962,17106665.28,9.028301079,24.46897716,0.025250292,2.271448836
